,0,1,2,3,4,5,6,7,8,9
4130,GuilunciusRigeçoli,Guiluncius / Guilluncius / Guilluntius / Guilitius / Guilitionus,Rigeçoli,M,,,C03,1273-04-25,2,"['C03', 'G528']"
4131,GuilunciusSalvecti,Guiluncius / Guilluncius / Guilluntius / Guilitius / Guilitionus,dictus Pictacochia quondam Salvecti de Beduçano,M,,,G528,1275-05-01,1,['G528']
4132,GuillunciusUgolini,Guiluncius / Guilluncius / Guilluntius / Guilitius / Guilitionus,quondam Ugolini / quondam Ugolini Oddonis,M,,,C24,1274-06-22,1,['C24']
4133,GuilunciusUrsi,Guiluncius / Guilluncius / Guilluntius / Guilitius / Guilitionus,quondam Ursi ,M,,,XXVII_56,1285-01-01,1,['XXVII_56']
4134,GuilunciusVenuti,Guiluncius / Guilluncius / Guilluntius / Guilitius / Guilitionus,filius quondam dicti Venuti de Ramundino,M,,,XXVII_56,1285-01-01,1,['XXVII_56']
4135,Guinebaldus_abbas,Guinebaldus,,M,Bobiensis abbas,"Si tratta probabilmente di Guinebaldo II abate di Bobbio dall'877 all'883. Si veda
                ",XVIIII_48,0981-07-18,1,['XVIIII_48']
4136,GuirisectaGuirisii,Guirisecta,quondam Guirisii de Torano,F,,,CCCLVII_319,1218-02-11,1,['CCCLVII_319']
4137,Guirisiuscan,Guirisius,,M,"presbiter, canonicus Lunensis",,LXXXXVII_114,1228-09-24,2,"['LXXXXVII_114', 'CCCXVI_278']"
4138,Guirisius_canonicus,Guirisius,,M,membro del capitolo della cattedrale di Luni-Sarzana,,none,none,0,[]
4139,Guirisiusnot,Guirisius,,M,notarius sacri palacii,attestato nel 1161,CCXXXVI_197,1161-08-06,1,['CCXXXVI_197']
4140,Guiscardellus,Guiscardellus,,M,,,CCXXVII_188,1189-05-01,2,"['CCXXVII_188', 'CXVI_133']"
4141,GuiscardellusYsembardo,Guiscardellus,de Ysembardo Befulki de Soleria,M,,,CCXXVII_188,1189-05-01,1,['CCXXVII_188']
4142,GuiscardinusMartini,Guiscardinus / Guicardinus,quondam Martini de Greca de Sarzana,M,,,CCCCLXXVIIII_441,1252-10-06,1,['CCCCLXXVIIII_441']
4143,Guiscardus,Guiscardus / Wiscardus,,M,,,CCCXLVIIII_311,1150-01-01,8,"['CCCXLVIIII_311', 'CCCXLVI_308', 'LXXXX_107', 'LIII_80', 'CCCCXIII_374', 'CCCCXXXVII_398', 'CCCCXXXXII_403', 'CCCCXLVIIII_410']"
4144,GuiscardusGerardini,Guiscardus / Wiscardus,quondam Gerardini de Cafadio / quondam Gerardi de Cafadio,M,consul de Bolano,,CCCCXXXVII_398,1230-06-20,2,"['CCCCXXXVII_398', 'CCCCXXXXII_403']"
4145,GuiscardusPietrasanta,Guiscardus / Wiscardus,de Petra Sancta,M,"dominus, Lucanus potestas","Guiscardo di Pietrasanta, podestà di Lucca per tre anni di seguito dal 1255 al
              1257; una quarta volta nel 1261. Bibliografia: ",LXXXX_107,1200-03-15,2,"['LXXXX_107', 'LIII_80']"
4146,Guiterninus,Guiterninus / Guitterninus / Guitercinus,,M,,,CCCLXXXX_351,1195-12-24,4,"['CCCLXXXX_351', 'CCCCLXXXXI_452', 'C03', 'G528']"
4147,GuiterninusBosco,Guiterninus / Guitterninus,de Bosco,M,,,none,none,0,[]
4148,GuiterninusMarcheselli,Guiterninus / Guitterninus, filius Marcheselli,M,,,C03,1273-04-25,1,['C03']
4149,GuiterninusSancto,Guiterninus / Guitterninus,de Sancto Stephano,M,,,C03,1273-04-25,1,['C03']
4150,GuiterninusTrebiano,Guiterninus / Guitterninus,de Trebiano,M,,,CCCLXXXX_351,1195-12-24,2,"['CCCLXXXX_351', 'CCCCLXXXXI_452']"
4151,GuiterninusValle,Guiterninus / Guitterninus,de Valle Stephani,M,,,C03,1273-04-25,2,"['C03', 'G528']"
4152,GuiternusGuidonis,Guiternus,filius qondam Guidonis de Rengnano,M,,,XXX_59,1066-01-19,1,['XXX_59']
4153,GuittoncellusCastagneto,Guittoncellus / Guittuncellus ,de Castagneto,M,,,XXIIII_53,1176-04-13,1,['XXIIII_53']
4154,GuittoncellusOrto,Guittoncellus / Guittuncellus,de Orto Garoli,M,,,XXIIII_53,1176-04-13,1,['XXIIII_53']
4155,GuitonessaFosdenova,Guitonessa,de Fosdenova,F,,,C13,1272-04-03,1,['C13']
4156,GuitonusCanneto,Guittone / Guitonus,de Canneto,M,,,XXIIII_53,1176-04-13,1,['XXIIII_53']
4157,GuitonusCarraria,Guittone / Guitonus,de Carraria,M,,,LXXXX_107,1200-03-15,1,['LXXXX_107']
4158,GuizardusRussi,Guizardus,quondam Russi de Morano,M,,,XXVII_56,1285-01-01,1,['XXVII_56']
4159,GumpolusPegazana,Gumpolus,de Pegazana,M,,,CCXXIII_184,1084-06,1,['CCXXIII_184']
4160,Gunforutus,Gunforutus,,M,,,CCCXLVIIII_311,1150-01-01,1,['CCCXLVIIII_311']
4161,GuntardusCaricino,Guntardus,de Caricino,M,,,CCXXIII_184,1084-06,1,['CCXXIII_184']
4162,Gunsmaretus,Gunsmaretus,,M,,,CCCVIIII_271,1205-03-24,1,['CCCVIIII_271']
4163,GunzolinusAlferoli,Gunzolinus,Alferoli,M,,,XXIIII_53,1176-04-13,1,['XXIIII_53']
4164,GurdianusMarziasio,Gurdianus,de Marziasio,M,,,DXV_476,1269-09-18,1,['DXV_476']
4165,Haribonis_achiepiscopus,Haribonis,,M,archiepiscopus et archicancellarius,,XX_49,1027-04-07,1,['XX_49']
4166,HarreguciusUgolini,Harregucius,filius quondam Ugolini de Carraria,M,,,C24,1274-06-22,1,['C24']
4167,Hengelensis,Hengelensis / Hengelese / Hengelesius / Enghelese / Engelese,,M,,,XXV_54,1199-06-29,3,"['XXV_54', 'LXIIII_91', 'CCCCXLVIII_409']"
4168,Hengheramucius,Hengeramucius / Hengheramucius,,M,,,C24,1274-06-22,2,"['C24', 'XXVII_56']"
4169,HengheramuciusGualterini,Hengeramucius / Hengheramucius,quondam Gualterini Volcte,M,,,XXVII_56,1285-01-01,1,['XXVII_56']
4170,Hengeramus,"Hengeramus / Hengerramus / Hengheramus / Hengramus / Hengiramus / Engeramus
                / Engerammus",,M,,,CXXXI_148,1140-02,54,"['CXXXI_148', 'CXLIII_161', 'CCCCLIIII_415', 'CCCXVI_278', 'DXII_473', 'CCLVIIII_220', 'CXIIII_131', 'CXVII_134', 'CCLIIII_215', 'CCLIII_214', 'CV_122', 'CCCLXXX_342', 'CCCLXXXVIII_349', 'CXXXVII_154', 'CXXX_147', 'CCCV_267', 'CXLVIII_166', 'CXXV_142', 'CCCCLIII_414', 'CCCXI_273', 'CCCLXXXXV_356', 'CCCLXXVIII_340', 'CCCXXXVIIII_301', 'CCCLXXXIIII_345', 'CCLXXXVIII_250', 'CCCLXXXXVI_357', 'CCCLXXXXVI_357xml', 'CLI_169', 'CCLXXXVI_248', 'CCXVII_178', 'CCCCLV_416', 'CXII_129', 'CXLVII_165', 'CCCLXXVIIII_341', 'CCLXXXVII_249', 'CCCCXXXXIII_404', 'CXIII_130', 'CCLXVI_228', 'XXXXV_73', 'C25', 'CCCLXXXI_343', 'XXXVII_66', 'XXXVI_65', 'XXXVIIII_68', 'XXVIII_57', 'C03', 'C24', 'G528', 'DXXII_483', 'DXXI_482', 'DXXV_486', 'XXVII_56', 'CXXXIII_150', 'CXXXII_149']"
4171,Hengeramus_consiliarius,"Hengeramus / Hengerramus / Hengheramus / Hengramus / Hengiramus / Engeramus
                / Engerammus",,M,consiliarius Sarzane,,XXXVII_66,1259-06-04,3,"['XXXVII_66', 'XXXVI_65', 'XXXVIIII_68']"
4172,Hengeramusrec,"Hengeramus / Hengerramus / Hengheramus / Hengramus / Hengiramus / Engeramus
                / Engerammus",,M,rector hospitalis de Ponte Tecto Lucano,,CV_122,1232-09-13,1,['CV_122']
4173,EngeramusAmeline,"Hengeramus / Hengerramus / Hengheramus / Hengramus / Hengiramus / Engeramus
                / Engerammus",quondam Ameline,M,,,C12,1273-04-25,1,['C12']
4174,HengeramusAttolini,"Hengeramus / Hengerramus / Hengheramus / Hengramus / Hengiramus / Engeramus
                / Engerammus","filio Attolini de Cacio / filio Attolini de Caço / quondam domini
                Attulini",M,,,CCCXVI_278,1230-06-01,5,"['CCCXVI_278', 'CCCLXXXXV_356', 'CCCLXXVIII_340', 'XXXVII_66', 'XXXVIIII_68']"
4175,HengeramusBonaiuti,"Hengeramus / Hengerramus / Hengheramus / Hengramus / Hengiramus / Engeramus
                / Engerammus",quondam Bonaiuti,M,consiliariius communis et universitatis et hominum Brine,,DXXII_483,1279-02-21,2,"['DXXII_483', 'DXXI_482']"
4176,EngeramusCanebiano,"Hengeramus / Hengerramus / Hengheramus / Hengramus / Hengiramus / Engeramus
                / Engerammus / Engeranus",Engeranus de Canebiano,M,,,G528,1275-05-01,1,['G528']
4177,HengeramusGuilielmi,"Hengeramus / Hengerramus / Hengheramus / Hengramus / Hengiramus / Engeramus
                / Engerammus",quondam Guilielmi,M,,,C24,1274-06-22,1,['C24']
4178,HengeramusfrGualteroni,"Hengeramus / Hengerramus / Hengheramus / Hengramus / Hengiramus / Engeramus
                / Engerammus",frater Gualteroni,M,,,C25,1252-07-30,2,"['C25', 'CCCLXXXI_343']"
4179,HengeramusParentisnot,"Hengeramus / Hengerramus / Hengheramus / Hengramus / Hengiramus / Engeramus
                / Engerammus",quondam Parentis de castro Sarzane,M,notarius sacri palacii,"Attestato tra il 1267 e il 1274, fratello di Tignoso.",CXXXI_148,1140-02,38,"['CXXXI_148', 'CXLIII_161', 'CCCCLIIII_415', 'DXII_473', 'CCLVIIII_220', 'CXIIII_131', 'CXVII_134', 'CCLIIII_215', 'CCLIII_214', 'CCCLXXX_342', 'CCCLXXXVIII_349', 'CXXXVII_154', 'CXXX_147', 'CXLVIII_166', 'CXXV_142', 'CCCCLIII_414', 'CCCXI_273', 'CCCLXXXXV_356', 'CCCLXXVIII_340', 'CCCXXXVIIII_301', 'CCCLXXXIIII_345', 'CCLXXXVIII_250', 'CCCLXXXXVI_357', 'CLI_169', 'CCLXXXVI_248', 'CCXVII_178', 'CCCCLV_416', 'CXII_129', 'CXLVII_165', 'CCCLXXVIIII_341', 'CCLXXXVII_249', 'CCCCXXXXIII_404', 'CXIII_130', 'CCLXVI_228', 'XXVIII_57', 'XXVII_56', 'CXXXIII_150', 'CXXXII_149']"
4180,HengeramusPadule,"Hengeramus / Hengerramus / Hengheramus / Hengramus / Hengiramus / Engeramus
                / Engerammus",de Padule,M,,,CCCV_267,1234-03-26,1,['CCCV_267']
4181,Hengolinus,Hengolinus,,M,,,CCCXLVIIII_311,1150-01-01,1,['CCCXLVIIII_311']
4182,HenricolusSoleria,Henricolus,de Soleria,M,,,CCXXVIII_189,1188-02-27,1,['CCXXVIII_189']
4183,HenriculusYsembardi,Henricolus,filius Ysembardi de Soleria,M,,,CCXXVIIII_190,1182-03-04,1,['CCXXVIIII_190']
4184,Henricus,Henricus / Arrigus / Herrigus / Enricus,,M,,,CCXXI_182,1021-01,163,"['CCXXI_182', 'CCXX_181', 'CCLXXXXVI_258', 'DIII_464', 'CCCLIIII_316', 'CCCXXVI_288', 'II_31', 'CCCXIIII_276', 'DXXVII_488', 'DXXXI_492', 'CCCCLXXI_433', 'CCCLXVIIII_331', 'CCCCLXXXXVIIII_460', 'CCXXVIII_189', 'CCXLI_202', 'CIII_120', 'CCXXVII_188', 'XXII_51', 'CCCCLXXXXI_452', 'CCLVIII_219', 'LXXXX_107', 'CXLIII_161', 'CCLXXVI_238', 'CCLXXV_237', 'CI_118', 'CCXXXIII_194', 'CCCCLXXXXII_453', 'CCCCLXXII_434', 'LIII_80', 'LIIII_81', 'CCCCLXXIII_435', 'CCCCLXXXIII_435', 'CCCLXXXV_346', 'CCCCXXX_391', 'CCXLVIII_209', 'CCXXXIIII_195', 'CCCCXXXVII_398', 'CCXLIII_204', 'CCLII_213', 'CCLVIIII_220', 'CXXXVI_153', 'CCCLXXVII_339', 'CCLXXVIII_240', 'CCLXXVII_239', 'CCLIIII_215', 'CCLIII_214', 'CV_122', 'CXLV_163', 'CVIIII_126', 'CCCXLII_304', 'CXXI_138', 'CXVIIII_136', 'CXI_128', 'CCCV_267', 'CCCLXXXVII_348', 'CXVI_133', 'CCLXXXXIII_255', 'CCLXXXV_247', 'CVII_124', 'CX_127', 'CCCCXXXI_392', 'CCCLXXXXVIIII_360', 'CCCCXXXXVII_408', 'CVIII_125', 'CCCCLXIIII_425', 'CCCC_361', 'CXXVIII_145', 'CXXVII_144', 'CXX_137', 'CCLXXXXIIII_256', 'CCLXXXXV_257', 'CCCVI_268', 'DXLIII_504', 'LXXXVI_103', 'DLII_514', 'CCCLII_314', 'CCLXVI_228', 'C25', 'CCCCLXXVIIII_441', 'CCCLXXXI_343', 'CCLXXXX_252', 'CCCXV_277', 'CLV_173', 'CCCCXXIIII_385', 'CCCCXXI_382', 'CCCCXX_381', 'CCCCV_366', 'XXXVII_66', 'XXXVI_65', 'CCCCLXXXXV_456', 'LXXXV_102', 'XXXVIIII_68', 'CCCCXXVIIII_390', 'CCCXXII_284', 'CCXXX_191', 'CCXXXII_193', 'CCXXXI_192', 'XXVIII_57', 'LXXXXIII_110', 'LXXXXII_109', 'CLXVI_524', 'CCCLXXXXVIII_359', 'XIIII_43', 'C03', 'C06', 'C11', 'C12', 'C16', 'C18', 'C19', 'CCCXX_282', 'C24', 'C10', 'G528', 'C05', 'CLVII_175', 'XL_69', 'C21', 'C22', 'LXXXII_99', 'LXXXI_98', 'C14', 'CCCLXXI_333', 'CCXLVI_207', 'LI_LII_79', 'CCCCLXXXIIII_446', 'DXVIII_479', 'DXVIIII_480', 'DXX_481', 'DXXII_483', 'DXXI_482', 'DXXV_486', 'CCCCVII_368', 'C17', 'C04', 'CCXLVII_208', 'DXXIII_484', 'DXXIIII_485', 'DXXVI_487', 'LXXXXVI_113', 'LXXXXV_112', 'CCCCIII_364', 'CCCCII_363', 'CCCII_264', 'XXVII_56', 'CCCCLXXXXVI_457', 'CCCCLXXXXVII_458', 'CCCCLXXXX_451', 'C_117', 'XXVIIII_58', 'CCCCLXXXVIIII_450', 'CCCCLXXXVIII_450', 'XXIII_52', 'C20', 'XXXII_61', 'XXXIII_62', 'XXXIIII_63', 'XXXXI_XXXXII_70', 'F29', 'A01', 'DLVI_519', 'B02', 'DLVIbis_520']"
4185,Henricusabbas,Henricus / Arrigus / Herrigus / Enricus,,M,abbas Sancti Caprasii,,DXXVII_488,1181-04-16,2,"['DXXVII_488', 'DXXXI_492']"
4186,Henricus_archidyaconusBer,Henricus / Arrigus / Herrigus / Enricus,,M,archidyaconus Bergamensis,,DLII_514,1238-02-06,1,['DLII_514']
4187,Henricusbec,Henricus / Arrigus / Herrigus / Enricus,,M,becarius,,CIII_120,1188-08-17,1,['CIII_120']
4188,Henricuscast,Henricus / Arrigus / Herrigus / Enricus,,M,castaldus episcopi,,none,none,0,[]
4189,Henricus_canonicus,Henricus / Arrigus / Herrigus / Enricus,,M,"dominus, canonicus ecclesie Sancti Iacopi",,DXLIII_504,1237-06-12,1,['DXLIII_504']
4190,Henricus_cardinalis,Henricus / Arrigus / Herrigus / Enricus,,M,presbyter cardinalis tituli Sanctorum Nerei et Achillei,Noto dalle fonti come ,II_31,1154-03-18,1,['II_31']
4191,Henricus_doctor,Henricus / Arrigus / Herrigus / Enricus,,M,"dominus, doctor legum, vicarius episcopi",,LI_LII_79,1278-09-03,1,['LI_LII_79']
4192,Henricus_spatarius,Henricus / Arrigus / Herrigus / Enricus,,M,spartarius,,LIIII_81,1219-05-01,1,['LIIII_81']
4193,HenricusEpLuni,Henricus / Arrigus / Herrigus / Enricus,natione de Ficechio,M,"canonicus ecclesie Sancti Andomarti, Morinensis diocesis","Enrico da Fucecchio, vescovo di Luni, nominato da Gregorio X poco prima del 4
              aprile 1273, resignò la carica tra il 24 ottobre 1296 e l’inizio del 1297. Si veda
                ",CXLIII_161,1201-06-08,64,"['CXLIII_161', 'CCXXXIII_194', 'CCLXVI_228', 'XXVIII_57', 'CCCLXXXXVIII_359', 'XIIII_43', 'C03', 'C06', 'C11', 'C16', 'C18', 'C19', 'CCCXX_282', 'C24', 'C10', 'G528', 'C05', 'CLVII_175', 'XL_69', 'C21', 'C22', 'LXXXII_99', 'LXXXI_98', 'C14', 'CCCLXXI_333', 'CCXLVI_207', 'LI_LII_79', 'CCCCLXXXIIII_446', 'DXVIII_479', 'DXVIIII_480', 'DXX_481', 'DXXII_483', 'DXXI_482', 'DXXV_486', 'CCCCVII_368', 'C17', 'C04', 'CCXLVII_208', 'DXXIII_484', 'DXXIIII_485', 'LXXXXVI_113', 'LXXXXV_112', 'CCCCIII_364', 'CCCCII_363', 'CCCII_264', 'XXVII_56', 'CCCCLXXXXVI_457', 'CCCCLXXXXVII_458', 'CCCCLXXXX_451', 'C_117', 'XXVIIII_58', 'CCCCLXXXVIIII_450', 'CCCCLXXXVIII_450', 'XXIII_52', 'C20', 'XXXII_61', 'XXXIII_62', 'XXXIIII_63', 'XXXXI_XXXXII_70', 'F29', 'A01', 'DLVI_519', 'B02', 'DLVIbis_520']"
4194,HenricusEpLucca,Henricus / Arrigus / Herrigus / Enricus,,M,"dominus, Dei gratia Lucanu episcopus","Enrico, vescovo di Lucca dal 22 novembre 1256 al 21 ottobre 1269.",LXXXX_107,1200-03-15,2,"['LXXXX_107', 'LIII_80']"
4195,HenricusII,Henricus / Arrigus / Herrigus / Enricus,,M,imperator,"Enrico II imperatore, detto il Santo (Hildesheim 973 -Göttingen, 1024).",CCXXI_182,1021-01,3,"['CCXXI_182', 'CCXX_181', 'CCLXXXXVI_258']"
4196,HenricusIII,Henricus / Arrigus / Herrigus / Enricus,,M,imperator,Enrico III detto il Nero assunse il titolo di ,CCLXXXXVI_258,1055-05-05,1,['CCLXXXXVI_258']
4197,HenricusVI,Henricus / Arrigus / Herrigus / Enricus,,M,dominus,"ENRICO VI di Svevia, imperatore del Sacro Romano Impero (1191-1197)(",XXII_51,1191-02-23,4,"['XXII_51', 'LIII_80', 'XXXVIIII_68', 'A01']"
4198,Henricusnot2,Henricus / Arrigus / Herrigus / Enricus,,M,notarius domini imperatoris,Attestato nel 1151.,CCCLIIII_316,1151-12-03,1,['CCCLIIII_316']
4199,Henrriguspres,Henricus / Arrigus / Herrigus / Enricus,,M,"presbiter, plebanus de Monte Libero",,DXXVII_488,1181-04-16,2,"['DXXVII_488', 'CCCLXIIII_326']"
4200,Henrriguspres2,Henricus / Arrigus / Herrigus / Enricus,,M,presbiter,,DXXVII_488,1181-04-16,1,['DXXVII_488']
4201,Herrigusprior,Henricus / Arrigus / Herrigus / Enricus,,M,prior de Carraria / domnus,,CCCCXLIIII_405,1255-03-05,2,"['CCCCXLIIII_405', 'CCCLX_322']"
4202,Henricusserv,Henricus / Arrigus / Herrigus / Enricus,,M,serviens Sancte Crucis,,CCCCLXXXXI_452,1196-02-05,1,['CCCCLXXXXI_452']
4203,Henricusvic,Henricus / Arrigus / Herrigus / Enricus,,M,vicedominus episcopi,,CCCXIIII_276,1180-11-12,5,"['CCCXIIII_276', 'CCCCLXXI_433', 'CCCCLXXXXVIIII_460', 'CCXLI_202', 'CCXXVII_188']"
4204,HenricusAlbertini,Henricus / Arrigus / Herrigus / Enricus,"quondam domini Albertini de Armanno de Pontremulo, frater Palmerini",M,dominus de Tivegna,,CCCCLXXVIIII_441,1252-10-06,2,"['CCCCLXXVIIII_441', 'CCCCLXXXXV_456']"
4205,ArrigusAldibertini,Henricus / Arrigus / Herrigus / Enricus,quondam Aldibertini,M,,,CXXXVIIII_156,1260-04-21,1,['CXXXVIIII_156']
4206,HenricusAldeprandi2,Henricus / Arrigus / Herrigus / Enricus,nepos Aldeprandi vicedomini de Trebiano,M,,,CCCCLXXXXII_453,1217-07-26,1,['CCCCLXXXXII_453']
4207,HenricusAldeprandi,Henricus / Arrigus / Herrigus / Enricus,cosinus Aldeprandi vicedomini,M,,,CCCCLXXXXII_453,1217-07-26,4,"['CCCCLXXXXII_453', 'CCCCLXXIII_435', 'CCCCLXXXIII_435', 'CCCCXXX_391']"
4208,HenricusAldeprandini,Henricus / Arrigus / Herrigus / Enricus,quondam Aldeprandini de Gatto de Trebiano,M,,,CCCCXXX_391,1224-09-21,1,['CCCCXXX_391']
4209,HenricusArdoini,Henricus / Arrigus / Herrigus / Enricus,quondam Ardoini,M,,,CCXLIII_204,1231-04-19,1,['CCXLIII_204']
4210,HenricusBalzano,Henricus / Arrigus / Herrigus / Enricus,de Balzano / de Balçano,M,,,CCLXXVI_238,1209-03-05,3,"['CCLXXVI_238', 'CCLXXV_237', 'CCCCLXXII_434']"
4211,HenricusBandelli,Henricus / Arrigus / Herrigus / Enricus,Bandelli,M,,,XXVII_56,1285-01-01,1,['XXVII_56']
4212,HenricusBlancus,Henricus / Arrigus / Herrigus / Enricus,Blancus quondam Ardoini de Herberia,M,potestas ,,CCLVIII_219,1197-12-11,8,"['CCLVIII_219', 'CCXXXIII_194', 'CCXLVIII_209', 'CCLVIIII_220', 'CCLIIII_215', 'CCLIII_214', 'C03', 'C12']"
4213,HenricusBolano,Henricus / Arrigus / Herrigus / Enricus,de Bolano,M,,,CCCCXXIIII_385,1257-02-13,2,"['CCCCXXIIII_385', 'CCCCXXI_382']"
4214,HenricusBoni,Henricus / Arrigus / Herrigus / Enricus,quondam Boni de Vignola,M,operarius de curte Sarzane,,CI_118,1212-04-03,1,['CI_118']
4215,HenricusCalaydrinis,Henricus / Arrigus / Herrigus / Enricus,Calaydrinis,M,,,LIIII_81,1219-05-01,1,['LIIII_81']
4216,HenricusConsilii,Henricus / Arrigus / Herrigus / Enricus,Consilii,M,,,CCCCXXVIIII_390,1266-06-13,1,['CCCCXXVIIII_390']
4217,HenricusCaforcaffi,Henricus / Arrigus / Herrigus / Enricus,de Caforcaffi,M,,,C03,1273-04-25,1,['C03']
4218,HenricusCursi,Henricus / Arrigus / Herrigus / Enricus,Cursi,M,,,XXVIII_57,1269-06-08,2,"['XXVIII_57', 'XXVII_56']"
4219,HenricusCursiDominice,Henricus / Arrigus / Herrigus / Enricus,quondam Cursi de Dominice,M,,,XXVII_56,1285-01-01,1,['XXVII_56']
4220,HenricusCursi_becarius,Henricus / Arrigus / Herrigus / Enricus,quondam Cursi,M,becarius,,XXVIII_57,1269-06-08,1,['XXVIII_57']
4221,HenricusdeDies,Henricus / Arrigus / Herrigus / Enricus,de Dies,M,comes,"Forse da identificare con Enrico II conte di Diez (Rheinland-Pfalz) nato intorno
              al 1142 e morto nel 1189. Si veda ",CCCLXVIIII_331,1183-06-30,1,['CCCLXVIIII_331']
4222,HenricusFalcinello,Henricus / Arrigus / Herrigus / Enricus,de Falcinello,M,consiliarius Sarzane,,CCLXXXX_252,1255-06-05,13,"['CCLXXXX_252', 'XXXVII_66', 'XXXVI_65', 'XXXVIIII_68', 'CCCXXII_284', 'CCXXX_191', 'CCXXXII_193', 'CCXXXI_192', 'LXXXXIII_110', 'LXXXXII_109', 'DXXII_483', 'DXXI_482', 'DLVI_519']"
4223,HenricusFlore,Henricus / Arrigus / Herrigus / Enricus,Flore / de Flore,M,,,C03,1273-04-25,3,"['C03', 'G528', 'XXVII_56']"
4224,HenricusGabiano,Henricus / Arrigus / Herrigus / Enricus,frater Alberti,M,vicedominus in Gabiano,,CCCCLXXXXI_452,1196-02-05,1,['CCCCLXXXXI_452']
4225,HenricusGerardi,Henricus / Arrigus / Herrigus / Enricus,filius Gerardi,M,,,CXXXVI_153,1231-10-31,1,['CXXXVI_153']
4226,HenricusGuerini,Henricus / Arrigus / Herrigus / Enricus,quondam Guerini,M,,,CCCCLXXIII_435,1222-01-25,3,"['CCCCLXXIII_435', 'CCCCLXXXIII_435', 'CCCLXXXV_346']"
4227,HenricusGuilielmi,Henricus / Arrigus / Herrigus / Enricus,Guilielmi,M,,,CCCCV_366,1257-04-10,2,"['CCCCV_366', 'C03']"
4228,HenricusGuilielmiBurçono,Henricus / Arrigus / Herrigus / Enricus,filius quondam Guilielmi de Burçono,M,,,C03,1273-04-25,1,['C03']
4229,EnricusGuiscardi,Henricus / Arrigus / Herrigus / Enricus,quondam Guiscardi de Pontremulo,M,,,LXXXX_107,1200-03-15,1,['LXXXX_107']
4230,HenricusGuitardi,Henricus / Arrigus / Herrigus / Enricus,filius Guiterni,M,,,none,none,0,[]
4231,HenricusGuiterni,Henricus / Arrigus / Herrigus / Enricus,filius Guiterni,M,,,C25,1252-07-30,2,"['C25', 'CCCLXXXI_343']"
4232,ArrigusImperator,Henricus / Arrigus / Herrigus / Enricus,Imperator,M,,,CCCCXXXIIII_395,1257-06-08,1,['CCCCXXXIIII_395']
4233,HenricusHenrici,Henricus / Arrigus / Herrigus / Enricus,quondam domini Henrici vicedomini de Trebiano,M,,,CCLXXXX_252,1255-06-05,2,"['CCLXXXX_252', 'A01']"
4234,Henricusnot,Henricus / Arrigus / Herrigus / Enricus,de castro Sarzane,M,notarius sacri palacii,"Attestato in numerose autentiche non datate, ma collocabili da elementi interni
              tra il 1270 e il 1272.",DIII_464,1134-03-19,36,"['DIII_464', 'CCCLIIII_316', 'CCCXXVI_288', 'CCXXXIIII_195', 'CCLII_213', 'CCCLXXVII_339', 'CCLXXVIII_240', 'CCLXXVII_239', 'CV_122', 'CXLV_163', 'CVIIII_126', 'CCCXLII_304', 'CXXI_138', 'CXVIIII_136', 'CXI_128', 'CCCV_267', 'CCCLXXXVII_348', 'CXVI_133', 'CCLXXXXIII_255', 'CCLXXXV_247', 'CVII_124', 'CX_127', 'CCCCXXXI_392', 'CCCLXXXXVIIII_360', 'CCCCXXXXVII_408', 'CVIII_125', 'CCCCLXIIII_425', 'CCCC_361', 'CXXVIII_145', 'CXXVII_144', 'CXX_137', 'CCLXXXXIIII_256', 'CCLXXXXV_257', 'CCCVI_268', 'CCCLII_314', 'CCCXV_277']"
4235,Henricus_protonotarius,Henricus / Arrigus / Herrigus / Enricus,,M,magister,"Maestro Enrico da Utrecht, protonotario di Enrico VI dal 1189. Morì nel 1195. Si
              veda ",XXII_51,1191-02-23,1,['XXII_51']
4236,HenricusLutra,Henricus / Arrigus / Herrigus / Enricus,de Lutra,M,camerarius,"Enrico di Lautern, attestato dal 1184 al 1223, rivestì il ruolo di camerario
              imperiale dal 1184 al 1191. Si veda ",XXII_51,1191-02-23,1,['XXII_51']
4237,HenricusPadulvarmo,Henricus / Arrigus / Herrigus / Enricus,de Padulvarmo,M,syndicus et procurator burgi Sancti Stephani,,CCCCXX_381,1257-02-17,3,"['CCCCXX_381', 'CCCCV_366', 'CCCCVII_368']"
4238,HenricusPalude,Henricus / Arrigus / Herrigus / Enricus,de Palude,M,,,C03,1273-04-25,2,"['C03', 'G528']"
4239,HenricusSarzana_iudex,Henricus / Arrigus / Herrigus / Enricus,de Sarzana,M,iudex,Seconda metà del XIII secolo.,CLXVI_524,1271-05-05,1,['CLXVI_524']
4240,HenricusSorete,Henricus / Arrigus / Herrigus / Enricus,filius Sorete / Sorecte,M,,,CLV_173,1255-09-19,1,['CLV_173']
4241,HenricusHuberti,Henricus / Arrigus / Herrigus / Enricus,quondam Huberti,M,,,CCCCXXXVII_398,1230-06-20,1,['CCCCXXXVII_398']
4242,HenricusTalliavache,Henricus / Arrigus / Herrigus / Enricus,Talliavache ,M,notarius,Attestato nel 1277.,XXVII_56,1285-01-01,1,['XXVII_56']
