,0,1,2,3,4,5,6,7,8,9
4243,HenricusTesta,Henricus / Arrigus / Herrigus / Enricus,Testa,M,marscalcus,"Enrico Testa maresciallo imperiale di Federico Barbarossa e poi di Enrico VI fino
              al 1191 quando venne probabilmente sostituito dal figlio Enrico von Kalden, anche se
              gli studiosi non sono certi se si tratti di padre e figlio o della medesima persona,
              Si veda ",XXII_51,1191-02-23,1,['XXII_51']
4244,HenricusThucius,Henricus / Arrigus / Herrigus / Enricus,Thucius,M,,,LIIII_81,1219-05-01,1,['LIIII_81']
4245,HenricusYsembardo,Henricus / Arrigus / Herrigus / Enricus,de Ysembardo,M,,,CCXXVII_188,1189-05-01,1,['CCXXVII_188']
4246,HenrigarellusYlice,Henrigarellus,de Ylice,M,,,LXXXXVIII_115,1279-04-19,2,"['LXXXXVIII_115', 'LXXXXVIIII_116']"
4247,HenrigenusDebicoe,Henrigenus / Henriginus,de Debicoe / de Debbice,M,,,CCLI_212,1197-12-12,4,"['CCLI_212', 'CCLVII_218', 'CCXLV_206', 'CCXL_201']"
4248,Henrigetus,Henrigetus / Henrigettus / Henrichetus,,M,,,CCCCLXXXXIII_454,1218-03-24,12,"['CCCCLXXXXIII_454', 'LIIII_81', 'CCCXLII_304', 'CCCCI_362', 'CVIII_125', 'DLIII_515', 'CCCXLI_303', 'CCCCXXXII_393', 'CCCLXXXXVIII_359', 'C03', 'G528', 'CCCCIII_364']"
4249,Henrigetususcorrerius,Henrigetus / Henrigettus / Henrichetus,,M,correrius,,CCCXLI_303,1253-11-07,1,['CCCXLI_303']
4250,Henrigetus_notarius,Henrigetus / Henrigettus / Henrichetus,,M,notarius,Attestato all'inizio del XIII secolo.,CCCXLII_304,1232-10-26,1,['CCCXLII_304']
4251,HenrigetusAvola,Henrigetus / Henrigettus / Henrichetus,de Avola,M,,,LIIII_81,1219-05-01,1,['LIIII_81']
4252,HenrigetusBoccius,Henrigetus / Henrigettus / Henrichetus,"Boccius, civis Lucanus",M,,,DLIII_515,1241-10-21,1,['DLIII_515']
4253,HenrigetusCalaydrinis,Henrigetus / Henrigettus / Henrichetus,Calaydrinis,M,,,none,none,0,[]
4254,HenrigetusGuidonis,Henrigetus / Henrigettus / Henrichetus,quondam Guidonis,M,,,CVIII_125,1235-07-01,1,['CVIII_125']
4255,HenrigetusPrato,Henrigetus / Henrigettus / Henrichetus,de Prato,M,"medicus, castellanus Amelie",,CCCLXXXXVIII_359,1271-08-12,2,"['CCCLXXXXVIII_359', 'CCCCIII_364']"
4256,HenriginusCalcinellusYsole,Henriginus,Calcinellus,M,dominus et consors castri Ysole,,CCCCXL_401,1230-04-30,1,['CCCCXL_401']
4257,HenriginusPolveraria,Henriginus,de Polveraria,M,,,CCCCLXXVI_438,1229-05-20,1,['CCCCLXXVI_438']
4258,Henrigucius,Henrigucius / Henrigutius / Arrigutius / Arrigucius,quondam Gaiardi / Galeardi,M,,,CCCLXXXVIII_349,1233-01-31,6,"['CCCLXXXVIII_349', 'CCCCLXXXIII_445', 'C03', 'G528', 'LI_LII_79', 'A01']"
4259,HenriguciusGaiardi,Henrigucius / Henrigutius,quondam Gaiardi / Galeardi,M,,,CCCCLXXXIII_445,1269-01-17,2,"['CCCCLXXXIII_445', 'LI_LII_79']"
4260,HenriguciusHenrici,Henrigucius / Henrigutius,quondam Henrici de Canneto,M,,,CCCLXXXVIII_349,1233-01-31,2,"['CCCLXXXVIII_349', 'A01']"
4261,HenrmannusEpMonasteriensis,Hermannus,,M,episcopus Monasteriensis,"Ermanno II di Katzenelnbogen, vescovo di Münster dal 1173 al 1203 come da scheda
              di Hugo Stehkämper in ",CCCLXVIIII_331,1183-06-30,1,['CCCLXVIIII_331']
4262,HerbellusTrebianelli,Herbellus,filius quondam Trebianelli de la Cala,M,,,CCCLXXVI_338,1189-11-11,2,"['CCCLXXVI_338', 'A01']"
4263,Herarigus,Herarigus,,M,,,CCCCXXVIII_389,1266-08-22,1,['CCCCXXVIII_389']
4264,HeribertusepLuni,Heribertus,,M,episcopus episcopio Sancte Marie Lunensis ecclesie,"Eriberto, vescovo di Luni, attestato solo in un documento del 1039.",CCCCLXXXVIII_449,1039-09-04,3,"['CCCCLXXXVIII_449', 'CCCCLXXXXVII_458', 'CCCCLXXXX_451']"
4265,HermanusPorcaria,Hermanus,de Porcaria,M,,,CCCCLXXXXII_453,1217-07-26,1,['CCCCLXXXXII_453']
4266,Herrigus,Herrigus,,M,,Per questa forma antroponimica si veda ,CCCCXLIIII_405,1255-03-05,2,"['CCCCXLIIII_405', 'CCCLX_322']"
4267,HieronimusBalbanus,Hieronimus,Balbanus,M,,,E28,1487-08-09,1,['E28']
4268,Hildebrandinus,Ildebrandinus,,M,,Per questa forma antroponimica si veda  ,XXII_51,1191-02-23,1,['XXII_51']
4269,Homodeus1,Homodeus,,M,,Si veda Omodeus / Homodeus,none,none,0,[]
4270,Hondus_presbyter,Hondus,,M,presbyter,,X_39,1183-02-06,1,['X_39']
4271,Honorius,Honorius / Onorius,,M,,,IV_33,1217-03-04,2,"['IV_33', 'A01']"
4272,Honorius_pontifexIII,Honorius / Onorius,,M,catholice ecclesie episcopus,"Papa Onorio III, al secolo Cencio, erroneamente apparentato in passato con la
              famglia Savelli, pontefice dal 18 luglio 1216 alla morte, avvenuta il 18 marzo 1227.
              Si veda ",IV_33,1217-03-04,2,"['IV_33', 'A01']"
4273,Hormannus,Hormannus,,M,,Per questa forma antroponimica si veda  ,LIII_80,1219-03-08,1,['LIII_80']
4274,Hubaldus,Hubaldus,,M,,Per questa forma antroponimica si veda  ,I_30,1148-11-11,4,"['I_30', 'II_31', 'XVI_45', 'DXXXX_501']"
4275,Hubertinus,Hubertinus,,M,,Per questa forma antroponimica si veda  ,XXIIII_53,1176-04-13,4,"['XXIIII_53', 'DXVII_478', 'CCCCLXXXXVIII_459', 'CCCCLXXXXVIIII_460']"
4276,Hubertus,Hubertus,,M,,Per questa forma antroponimica si veda  ,LIII_80,1219-03-08,4,"['LIII_80', 'CCCCXXXVI_397', 'CCCCXXXV_396', 'LXXXXII_109']"
4277,Hugo,Hugo,,M,,Per questa forma antroponimica si veda  ,XVI_45,1179-04-25,6,"['XVI_45', 'DXXVIII_489', 'LVII_84', 'III_32', 'CCCCXXXXII_403', 'XXXVIIII_68']"
4278,Hugolinus,Hugolinus,,M,,Per questa forma antroponimica si veda  ,CCCCXXXXII_403,1230-07-21,1,['CCCCXXXXII_403']
4279,Iacominus,Iacominus,,M,,Per questa forma antroponimica si veda ,CCCLXVIII_330,1203-11-15,8,"['CCCLXVIII_330', 'CCLXXI_233', 'CCCXXXVIII_300', 'CCCCLXXXXIIII_455', 'CCCCXXVII_388', 'CXLIbis_159', 'C06', 'C_117']"
4280,Iacopellus,Iacobellus / Iacopellus,,M,,,CXXXVIIII_156,1260-04-21,2,"['CXXXVIIII_156', 'C12']"
4281,Iacopina,Iacobina / Iacopina ,,M,,,C24,1274-06-22,1,['C24']
4282,IacobinaBisiani,Iacobina / Iacopina ,quondam Bisiani ,F,,,C12,1273-04-25,1,['C12']
4283,Iacobinellus,Iacobinellus / Iacopinellus,,M,,,CLVII_175,1275-08-26,2,"['CLVII_175', 'DXXV_486']"
4284,IacopinellusAlberti,Iacobinellus / Iacopinellus,Alberti,M,,,C24,1274-06-22,1,['C24']
4285,IacopinellusFontanella,Iacobinellus / Iacopinellus / Iacopinus,dictus Fontanella,M,,,C24,1274-06-22,1,['C24']
4286,IacopinellusRavaschini,Iacobinellus / Iacopinellus,Ravaschini,M,,Da indentificarsi con ,DXXII_483,1279-02-21,1,['DXXII_483']
4287,Iacobinus,Iacobinus / Iacopinus / Iacominus,,M,,,CCLIIII_215,1232-09-10,25,"['CCLIIII_215', 'CCCCXXXXVII_408', 'DLVbis_518', 'CXXXV_152', 'CCLXVI_228', 'CCCCL_411', 'CCCLXXXI_343', 'CCCCVIII_369', 'CL_168', 'CCCXV_277', 'CLV_173', 'CCLXXXXVIIII_261', 'DXIIII_475', 'CCCCXXVIIII_390', 'CCCCXXVII_388', 'CCCCXXVIII_389', 'C13', 'C03', 'C24', 'G528', 'XL_69', 'LI_LII_79', 'XXVII_56', 'CCCCLXXXXVI_457', 'A01']"
4288,Iacopinusarc,Iacobinus / Iacopinus / Iacominus / Iacopus,,M,archipresbiter de Amelia,,CXLI_158,1233-06-26,25,"['CXLI_158', 'CCCCLXXXVeCCCCLXXXVI_447', 'CLXVII_525', 'CCCCXXXXV_406', 'DV_466', 'CCXXII_183', 'LXVI_93', 'CL_168', 'CCCXV_277', 'CLV_173', 'CCCCXVIIII_380', 'CCCCXVIII_379', 'CLIIII_172', 'CCCCXXVI_387', 'CCCCV_366', 'CCXLIIII_205', 'CXLII_160', 'CCCCLXXXXV_456', 'CXXXVIII_155', 'DXIIII_475', 'CCLXV_227', 'CCCCXXVII_388', 'DI_462', 'CCLX_221', 'C13']"
4289,Iacobinus_canonicus,Iacobinus / Iacopinus / Iacominus / Iacopus,,M,capellanus,,XL_69,1276-02-14,2,"['XL_69', 'LI_LII_79']"
4290,Iacobinuscler,Iacobinus / Iacopinus / Iacominus,,M,clericus de Monte,,CCCLXXXI_343,1253-12-25,1,['CCCLXXXI_343']
4291,Iacobinuscons,Iacobinus / Iacopinus / Iacominus,,M,consiliarius,,CCLXXXXVIIII_261,1259-02-11,1,['CCLXXXXVIIII_261']
4292,Iacobinusbar,Iacobinus / Iacopinus / Iacominus,,M,"barberius, vassallus dominorum de Trebiano et episcopi",,C24,1274-06-22,2,"['C24', 'CCCCLXXXXVI_457']"
4293,Iacopinusfer,Iacobinus / Iacopinus / Iacominus,,M,ferrarius,,CLVIII_176,1253-08-22,2,"['CLVIII_176', 'C03']"
4294,Iacobusfra,Iacobinus / Iacopinus / Iacominus,,M,"de Ordine Fratrum Predicatorum, arbiter et arbitrator et amicabilis
              compositor",,CCCCXXXXIII_404,1237-01-30,1,['CCCCXXXXIII_404']
4295,Iacobinus_frater,Iacobinus / Iacopinus / Iacominus,,M,"de Ordine Fratrum Predicatorum, arbiter et arbitrator et amicabilis
              compositor",,DLVbis_518,1237-03-05,1,['DLVbis_518']
4296,Iacopinusiud,Iacobinus / Iacopinus / Iacominus,,M,Lunensis curie iudex,,CCCCLXXIII_435,1222-01-25,3,"['CCCCLXXIII_435', 'CCCCLXXXIII_435', 'CCCLXXXV_346']"
4297,Iacobinusnot,Iacobinus / Iacopinus / Iacominus,,M,domini Frederici imperatoris notarius,Attestato tra il 1255 e il 1266.,CCCCL_411,1241-07-14,4,"['CCCCL_411', 'CCCCVIII_369', 'CCCCXXVIIII_390', 'CCCCXXVIII_389']"
4298,Iacopinus_notarius,Iacobinus / Iacopinus / Iacominus,,M,sacri palacii notarius,Attestato in una autentica non datata della prima metà del XIII secolo.,DXXXVIII_499,1202-04-30,2,"['DXXXVIII_499', 'LI_LII_79']"
4299,Iacopinus_notarius2,Iacobinus / Iacopinus / Iacominus,,M,notarius,Attestato nel 1278.,LI_LII_79,1278-09-03,1,['LI_LII_79']
4300,Iacobinuspent,Iacobinus / Iacopinus / Iacominus,,M,pentolarius,,CCCCXXXXVII_408,1235-06-20,1,['CCCCXXXXVII_408']
4301,Iacobinuspres,Iacobinus / Iacopinus / Iacominus,,M,"presbiter, cappellanus Lunensis capituli",,CCCXV_277,1255-09-09,1,['CCCXV_277']
4302,IacopinusAlamanni,Iacobinus / Iacopinus / Iacominus,quondam Alamanni,M,,,CCCCXLVIII_409,1235-05-31,1,['CCCCXLVIII_409']
4303,IacopinusAlberti,Iacobinus / Iacopinus / Iacominus,quondam Alberti de Gandulfino,M,,,CCCCLXXVIIII_441,1252-10-06,3,"['CCCCLXXVIIII_441', 'CXXXVIIII_156', 'CXXXVIII_155']"
4304,IacopinusAlbertini,Iacobinus / Iacopinus / Iacominus,quondam Albertini,M,consul ville Terentii,,CXXXVIIII_156,1260-04-21,2,"['CXXXVIIII_156', 'CXXXVIII_155']"
4305,IacopinusAngneno,Iacobinus / Iacopinus / Iacominus,de Angneno,M,ambaxiator et vassallus,,C06,1273-04-25,1,['C06']
4306,IacopinusAra,Iacobinus / Iacopinus / Iacominus,de Ara,M,,,CCCXVIII_280,1271-06-10,1,['CCCXVIII_280']
4307,IacopinusAudoini,Iacobinus / Iacopinus / Iacominus,Audoini,M,,,LI_LII_79,1278-09-03,1,['LI_LII_79']
4308,IacopinusBernardi,Iacobinus / Iacopinus / Iacominus,filio quondam Bernardi,M,,,CCCLXXXXIII_354,1226-01-31,1,['CCCLXXXXIII_354']
4309,IacobinusBonapartisnot,Iacobinus / Iacopinus / Iacominus,quondam Bonapartis de Sancto Stephano,M,notarius,Attestato nel 1241.,CCCCL_411,1241-07-14,2,"['CCCCL_411', 'A01']"
4310,IacopinusBonvisi,Iacobinus / Iacopinus / Iacominus,Bonvisini / quondam Bonvisi Lucanus,M,,,CCCCLXVIII_430,1235-06-16,3,"['CCCCLXVIII_430', 'CCLXXXVI_248', 'CCCCLXIII_424']"
4311,IacobinusBoso,Iacobinus / Iacopinus / Iacominus,de Boso / quondam Bosi,M,,,CL_168,1255-05-30,2,"['CL_168', 'CLV_173']"
4312,IacopinusBottocii,Iacobinus / Iacopinus / Iacominus,Bottocii,M,,,XXVII_56,1285-01-01,1,['XXVII_56']
4313,IacopinusBurgensis,Iacobinus / Iacopinus / Iacominus,Burgensis,M,,,C03,1273-04-25,2,"['C03', 'G528']"
4314,IacominusCaçano,Iacobinus / Iacopinus / Iacominus,de Caçano,M,,,CCLXXI_233,1243-03-15,1,['CCLXXI_233']
4315,IacopinusCarraria,Iacobinus / Iacopinus / Iacominus,de Carraria,M,,,CCLI_212,1197-12-12,6,"['CCLI_212', 'CCLVII_218', 'CCXLV_206', 'CCXL_201', 'CCCXLII_304', 'A01']"
4316,IacopinusÇiti,Iacobinus / Iacopinus / Iacominus,Çiti,M,,,C03,1273-04-25,2,"['C03', 'G528']"
4317,IacopinusColugnola,Iacobinus / Iacopinus / Iacominus,de Colungnola,M,,,CCCCLXI_422,1255-02-09,2,"['CCCCLXI_422', 'CCCCLX_421']"
4318,IacopinusComanini,Iacobinus / Iacopinus / Iacominus,Comanini,M,,,C03,1273-04-25,2,"['C03', 'G528']"
4319,IacopinusCuradeti,Iacobinus / Iacopinus / Iacominus,quondam Curadeti de Tivegna,M,,,CCLXXXII_244,1265-05-31,3,"['CCLXXXII_244', 'CCLXXXI_243', 'A01']"
4320,IacopinusDiamantis,Iacobinus / Iacopinus / Iacominus,de donna Diamante,M,iudex,,CCCXXVIII_290,1217-10-27,1,['CCCXXVIII_290']
4321,IacobinusDonnisi,Iacobinus / Iacopinus / Iacominus,Donnisi curie Lucane,M,,,CXXXV_152,1238-05-04,1,['CXXXV_152']
4322,IacopinusFaina,Iacobinus / Iacopinus / Iacominus,de donna Faina / quondam Faine,M,castaldus de Supraluna,,CCC_262,1226-12-13,4,"['CCC_262', 'CCCCXXXXII_403', 'CXVII_134', 'CCCXLII_304']"
4323,IacopinusFontanella,Iacobinus / Iacopinus / Iacominus,Fontanella,M,,Si veda ,none,none,0,[]
4324,IacopinusIannini,Iacobinus / Iacopinus / Iacominus,quondam Iannini de Sarzana,M,"magister, fisicus",,LXXXXVIII_115,1279-04-19,2,"['LXXXXVIII_115', 'LXXXXVIIII_116']"
4325,IacominusFormentini,Iacobinus / Iacopinus / Iacominus,quondam Formentini de Cepparana,M,,,CCCXXXVIII_300,1253-12-23,1,['CCCXXXVIII_300']
4326,IacominusFosedenova,Iacobinus / Iacopinus / Iacominus,de Fosdenova,M,,,CCCLXVIII_330,1203-11-15,1,['CCCLXVIII_330']
4327,IacominusGilbeli,Iacobinus / Iacopinus / Iacominus,Gilbeli,M,,,C06,1273-04-25,1,['C06']
4328,IacopinusGuilielmo,Iacobinus / Iacopinus / Iacominus,de Guilielmo,M,,,LIIII_81,1219-05-01,1,['LIIII_81']
4329,IacopinusHenrici,Iacobinus / Iacopinus / Iacominus,quondam Henrici de Arcula,M,,,C07,1225-10-16,2,"['C07', 'C08']"
4330,IacopinusIuncte,Iacobinus / Iacopinus / Iacominus,Iuncte de Vallerano / de Valerano,M,consul de Bolano,,CCCCLXXVIII_440,1229-05-22,3,"['CCCCLXXVIII_440', 'CCCCXXXVII_398', 'CCCCXXXXII_403']"
4331,IacopinusIenuini,Iacobinus / Iacopinus / Iacominus,de Sarzana quondam Ienuini calçolarii de Felegaria,M,fisicus,,CXXVI_143,1281-02-02,1,['CXXVI_143']
4332,IacopinusLumbardus,Iacobinus / Iacopinus / Iacominus,Lumbardus,M,,,C03,1273-04-25,3,"['C03', 'G528', 'LI_LII_79']"
4333,IacopinusLuc,Iacobinus / Iacopinus / Iacominus,Lucanus,M,,,CXII_129,1236-08-26,1,['CXII_129']
4334,IacopinusMaladice,Iacobinus / Iacopinus / Iacominus,dictus Maladice,M,,,CCCXII_274,1235-05-22,1,['CCCXII_274']
4335,IacopinusMartignucii,Iacobinus / Iacopinus / Iacominus,quondam Martignucii ,M,,,C06,1273-04-25,1,['C06']
4336,IacopinusMartininot,Iacobinus / Iacopinus / Iacominus,filius Martini Rose,M,imperatoris aule notarius,Attestato nel 1240.,CCCCLXVIIII_431,1240-06-26,3,"['CCCCLXVIIII_431', 'CCCCLXX_432-1', 'CCCCLXX_432']"
4337,IacopinusMorignoli,Iacobinus / Iacopinus / Iacominus,Morignoli,M,,,XXVI_55,1235-01-01,3,"['XXVI_55', 'C03', 'XXVII_56']"
4338,IacopinusOrbus,Iacobinus / Iacopinus / Iacominus,Orbus,M,consul de Castronovo,,XXVII_56,1285-01-01,1,['XXVII_56']
4339,IacopinusOssoli,Iacobinus / Iacopinus / Iacominus,de casa Ossoli,M,consul de Castronovo,,CCCCXXXXII_403,1230-07-21,1,['CCCCXXXXII_403']
4340,IacopinusPadule,Iacobinus / Iacopinus / Iacominus,de la Padule / Lapalude,M,,,CCCXXXIII_295,1233-04-06,4,"['CCCXXXIII_295', 'CCCXXX_292', 'C03', 'G528']"
4341,IacopinusPaganetti,Iacobinus / Iacopinus / Iacominus,Paganetti,M,,,XXVII_56,1285-01-01,1,['XXVII_56']
4342,IacopinusParma_notarius,Iacobinus / Iacopinus / Iacominus,de Parma filius Bucloni de Foxio,M,"imperiali auctoritate notarius iudexque ordinarius et domini episcopi
              Lunensis scriba",,DLVI_519,1289-02-14,1,['DLVI_519']
4343,IacobinusPaganetti,Iacobinus / Iacopinus / Iacominus,Paganetti,M,,,XXVII_56,1285-01-01,1,['XXVII_56']
4344,IacobinusPegolotti,Iacobinus / Iacopinus / Iacominus,quondam Pegolotti,M,sindicus de Nicola,,CCLXXXXVIIII_261,1259-02-11,1,['CCLXXXXVIIII_261']
4345,IacopinusPetrognano,Iacobinus / Iacopinus / Iacominus,de Petrognano,M,,,C03,1273-04-25,2,"['C03', 'G528']"
4346,IacopinusPorta,Iacobinus / Iacopinus / Iacominus,de Porta,M,,,LX_87,1269-11-05,1,['LX_87']
4347,IacopinusRavascherii,Iacobinus / Iacopinus / Iacominus,Ravascherii,M,,Da indentificarsi con ,DXXI_482,1279-02-21,1,['DXXI_482']
4348,IacobinusRodulfini,Iacobinus / Iacopinus / Iacominus,Rodulfini,M,,,DXIIII_475,1262-10-02,1,['DXIIII_475']
4349,IacobinusRossano,Iacobinus / Iacopinus / Iacominus,de Rossano,M,,,XXVII_56,1285-01-01,1,['XXVII_56']
4350,IacobinusSalomonis,Iacobinus / Iacopinus / Iacominus,domini Salomonis,M,,,none,none,0,[]
4351,IacobinusSardi,Iacobinus / Iacopinus / Iacominus,quondam Sardi,M,,,C13,1272-04-03,1,['C13']
4352,IacominusSenis,Iacobinus / Iacopinus / Iacominus,de Senis,M,frater Ordinis Fratrum Minorum,,C_117,1285-02-12,1,['C_117']
4353,IacobinusSStephanonot,Iacobinus / Iacopinus / Iacominus,de Sancto Stephano,M,notarius,,CCCCXXVII_388,1266-07-15,1,['CCCCXXVII_388']
4354,IacominusSol,Iacobinus / Iacopinus / Iacominus,de Soleria,M,,,CCCCLXXXXIIII_455,1257-08-12,3,"['CCCCLXXXXIIII_455', 'CCCCXXVII_388', 'CXLIbis_159']"
4355,IacobinusSanTer,Iacobinus / Iacopinus / Iacominus,de Sancto Terencio,M,,,DXIIII_475,1262-10-02,1,['DXIIII_475']
4356,IacopinusTigrimino,Iacobinus / Iacopinus / Iacominus,de Tigrimino,M,,,DXXXV_496,1187-02-26,1,['DXXXV_496']
4357,IacopinusTurricella,Iacobinus / Iacopinus / Iacominus,de Turricella,M,,,DXXXVIIII_500,1201-02-23,3,"['DXXXVIIII_500', 'DXXXX_501', 'CCCCLVI_417']"
4358,IacopinusTalliavachanot,Iacobinus / Iacopinus / Iacominus,Talliavacha / qui nominor Talliavactea / qui nominor Talliavacca,M,"sindicus, actor, procurator episcopi",Attestato dal 1231 al 1271.,CXLVI_164,1198-02-11,30,"['CXLVI_164', 'DXXXVIIII_500', 'XXXXIII_71', 'CCLXXV_237', 'LXXXXVII_114', 'CXXXVI_153', 'CXVIII_135', 'CII_119', 'LXXXIIII_101', 'LXXXVI_103', 'LXXXIII_100', 'XXXXV_73', 'CLII_170', 'CCLXXXXVIIII_261', 'CXLII_160', 'CCCXXII_284', 'CXXIII_140', 'CXXVIIII_146', 'CXV_132', 'CXXII_139', 'CVI_123', 'CXXIIII_141', 'CCCXXIII_285', 'CCCXXIII_285_old', 'LXXXXIII_110', 'LXXXXII_109', 'CCCLIII_315', 'CCCXL_302', 'CCCXVIII_280', 'XXVII_56']"
4359,IacopinusValeriano,Iacobinus / Iacopinus / Iacominus,de Valeriano,M,,,CCCCLXXVI_438,1229-05-20,1,['CCCCLXXVI_438']
4360,IacopinusVeçale,Iacobinus / Iacopinus / Iacominus,de Veçale,M,iudex,,CCCLI_313,1230-10-13,1,['CCCLI_313']
4361,IacopellusBonvassalli,Iacopellus,quondam Bonvassalli de S..ano,M,,,CXXXVIIII_156,1260-04-21,1,['CXXXVIIII_156']
4362,Iacopinellus,Iacopinellus,,M,,Per questa forma antroponimica si veda ,C24,1274-06-22,2,"['C24', 'DXXII_483']"
4363,IacopelloSanteno,Iacopellus,Santeno,M,,,CCXVI_177,1277-02-12,1,['CCXVI_177']
4364,Iacopucius,Iacobucius / Iacopucius / Iacoputius / Iacoputtius,,M,,,XXXXV_73,1245-02-28,11,"['XXXXV_73', 'CCCXLI_303', 'CCCXXXVIII_300', 'CCCLXXXI_343', 'CCCLX_322', 'CCLXXXI_243', 'CCCXXII_284', 'LX_87', 'CCCXXIII_285', 'CCCXXIII_285_old', 'A01']"
4365,Iacopucius_consiliarius,Iacobucius / Iacopucius / Iacoputtius,,M,consiliarius Sarzane,,none,none,0,[]
4366,Iacopuciuspod,Iacobucius / Iacopucius / Iacoputtius,,M,potestas Carrarie,,CCCLX_322,1261-02-28,1,['CCCLX_322']
4367,IacopuciusAlberti,Iacobucius / Iacopucius / Iacoputtius,quondam domini Alberti de Carraria / de Gandelfino,M,dominus,,CCCXLI_303,1253-11-07,7,"['CCCXLI_303', 'CCCXXXVIII_300', 'CCCLXXXI_343', 'CCCXXII_284', 'CCCXXIII_285', 'CCCXXIII_285_old', 'A01']"
4368,IacopuciusBonacursetti,Iacobucius / Iacopucius / Iacoputtius,qondam Bonacursetti,M,,,LX_87,1269-11-05,1,['LX_87']
4369,IacopuciusPiçofridus,Iacobucius / Iacopucius / Iacoputtius,dictus Piçofridus,M,,,CCLXXXI_243,1265-05-31,1,['CCLXXXI_243']
4370,Iacopus,Iacobus / Iacopus / Iachopus,,M,,,CCCLIIII_316,1151-12-03,21,"['CCCLIIII_316', 'CCCXXVI_288', 'DXXXII_493', 'DXXXV_496', 'CCCXLVI_308', 'C07', 'CCLII_213', 'CCXVIII_179', 'DXLV_507', 'DXLVII_509', 'XXXXV_73', 'CCLXXX_242', 'CCCCLXXXVeCCCCLXXXVI_447', 'CCCCVIII_369', 'CCCCXXXVI_397', 'CCCCXXXV_396', 'DLIIII_516', 'CCCCXXVIII_389', 'CCCLV_317', 'LI_LII_79', 'DXXIIII_485']"
4371,Iacopus_abbas,Iacobus / Iacopus / Iachopus,,M,domnus,,DXXXII_493,1181-08-28,3,"['DXXXII_493', 'DXXXV_496', 'DLIIII_516']"
4372,Iacopus_abbas2,Iacobus / Iacopus / Iachopus,,M,domnus,,DLIIII_516,1257-12-29,1,['DLIIII_516']
4373,Iacopuscan,Iacobus / Iacopus / Iachopus,,M,"presbyter, canonicus plebis Sancti Stephani Lunensis dyocesis, nuncius et
              procurator episcopi",,CCCCLXXXVeCCCCLXXXVI_447,1254-11-17,1,['CCCCLXXXVeCCCCLXXXVI_447']
4374,Iacopus_canonicus_Pistorie,Iacobus / Iacopus / Iachopus,,M,"dominus, Pistoriensis canonicus",,DXLV_507,1239-04-05,2,"['DXLV_507', 'DXLVII_509']"
4375,Iacopus_caxarius,Iacobus / Iacopus / Iachopus,,M,caxarius,,LI_LII_79,1278-09-03,1,['LI_LII_79']
4376,Iacopus_consiliarius,Iacobus / Iacopus / Iachopus,,M,consiliarius Sarzane,,XXXXV_73,1245-02-28,1,['XXXXV_73']
4377,Iacopusmed,Iacobus / Iacopus / Iachopus,,M,medicus,,CCCXLVI_308,1200-01-01,1,['CCCXLVI_308']
4378,Iacopuspresb,Iacobus / Iacopus / Iachopus,,M,rector ecclesie sancti Terentii,,CCLII_213,1231-05-11,3,"['CCLII_213', 'CCLXXX_242', 'DXXIIII_485']"
4379,IacopuspresbcastriSarzane,Iacobus / Iacopus / Iachopus,,M,rector ecclesie castri Sarzane,,DXXIIII_485,1281-05-08,1,['DXXIIII_485']
4380,Iacopusvic,Iacobus / Iacopus / Iachopus,,M,"dominus, vicedominus de Trebiano",,CCCLV_317,1269-04-23,1,['CCCLV_317']
4381,IacobusAldebrandi,Iacobus / Iacopus / Iachopus,quondam domini Aldebrandi de Trebiano,M,,,CCXLIIII_205,1259-07-22,1,['CCXLIIII_205']
4382,IacobusBonaposa,Iacobus / Iacopus / Iachopus,de Bonaposa,M,,,LIIII_81,1219-05-01,2,"['LIIII_81', 'LX_87']"
4383,IacopusCorviaco,Iacobus / Iacopus / Iachopus,de Corviaco,M,"potestas Sarzane, dominus",,XXXXV_73,1245-02-28,1,['XXXXV_73']
4384,IacopusCromago,Iacobus / Iacopus / Iachopus,de Cromago,M,arbiter,,CCCCVIII_369,1255-01-29,1,['CCCCVIII_369']
4385,IacopusCuradi,Iacobus / Iacopus / Iachopus,quondam Curadi de Brina,M,,,CCXVIII_179,1236-05-25,1,['CCXVIII_179']
4386,IacobusGuidoleti,Iacobus / Iacopus / Iachopus,Guidoleti,M,,,CCCCV_366,1257-04-10,1,['CCCCV_366']
4387,IacobusIuncte,Iacobus / Iacopus / Iachopus,filius Iuncte de Vallerano,M,,,CCCCXXXXII_403,1230-07-21,1,['CCCCXXXXII_403']
4388,Iacopusnot,Iacobus / Iacopus / Iachopus,Finuccij de sancto Miniate,M,publicus imperiali autoritate notarius,attestato nel 1346,CCCLIIII_316,1151-12-03,2,"['CCCLIIII_316', 'CCCXXVI_288']"
4389,IacopusIacopininot,Iacobus / Iacopus / Iachopus,Iacopini,M,imperialis aule iudex ordinarius atque notarius,attestato nel 1257,CCCCXXXVI_397,1257-01-23,2,"['CCCCXXXVI_397', 'CCCCXXXV_396']"
4390,IacobusLamberti,Iacobus / Iacopus / Iachopus,quondam Lamberti Rubei de civitate Lucana,M,,,CCCCXXXVI_397,1257-01-23,2,"['CCCCXXXVI_397', 'CCCCXXXV_396']"
4391,IacobusManetti,Iacobus / Iacopus / Iachopus,Manetti,M,,,LI_LII_79,1278-09-03,1,['LI_LII_79']
